endTime,artistName,trackName,msPlayed,user_id
2023-12-17 20:01:00,Leith Ross,Guts,174857,sammi
2023-12-18 02:56:00,Noah Kahan,You’re Gonna Go Far,5738,sammi
2023-12-18 15:08:00,Leith Ross,Guts,6613,sammi
2023-12-18 15:09:00,Lady Gaga,Bloody Mary,1290,sammi
2023-12-18 15:09:00,Gracie Abrams,Difficult,5386,sammi
2023-12-18 15:09:00,Phoebe Bridgers,Summer's End - Spotify Singles,1728,sammi
2023-12-18 15:13:00,Isabel Pless,Practice Erotic,235937,sammi
2023-12-18 15:16:00,Olivia Barton,Twirl,179962,sammi
2023-12-18 15:20:00,Better Oblivion Community Center,Didn't Know What I Was In For,243226,sammi
2023-12-18 15:23:00,Rayland Baxter,"Let It All Go, Man",68002,sammi
2023-12-18 20:10:00,Couch,Alright,240706,sammi
2023-12-18 20:12:00,Couch,Alright,9643,sammi
2023-12-18 20:14:00,boygenius,Afraid of Heights,161408,sammi
2023-12-18 20:18:00,Olivia Rodrigo,logical,231907,sammi
2023-12-18 20:21:00,Reneé Rapp,I Do,159360,sammi
2023-12-18 20:24:00,boygenius,Cool About It,180000,sammi
2023-12-18 20:27:00,boygenius,Anti-Curse,198546,sammi
2023-12-18 20:31:00,Noah Kahan,No Complaints,205432,sammi
2023-12-19 15:03:00,Noah Kahan,Call Your Mom (with Lizzy McAlpine),278670,sammi
2023-12-19 15:08:00,boygenius,Powers,254981,sammi
2023-12-19 15:10:00,Sabrina Carpenter,things i wish you said,162748,sammi
2023-12-19 15:39:00,Noah Kahan,You’re Gonna Go Far,12746,sammi
2023-12-19 15:41:00,Trousdale,"Always, Joni",84117,sammi
2023-12-20 15:24:00,The Chicks,Without You,1685,sammi
2023-12-20 15:29:00,The Chicks,Cowboy Take Me Away,287266,sammi
2023-12-20 15:33:00,The Chicks,The Long Way Around,272826,sammi
2023-12-20 19:43:00,The Chicks,Let Him Fly,134098,sammi
2023-12-20 19:50:00,The Chicks,Godspeed (Sweet Dreams),282390,sammi
2023-12-20 19:53:00,The Chicks,Once You've Loved Somebody,208993,sammi
2023-12-20 19:56:00,Shakey Graves,A World So Full of Love,171958,sammi
2023-12-20 19:59:00,Phoebe Bridgers,Punisher,189622,sammi
2023-12-20 20:04:00,boygenius,True Blue,296333,sammi
2023-12-21 19:55:00,Paramore,You First (Re: Remi Wolf),2680,sammi
2023-12-21 19:59:00,Lucy Dacus,Nonbeliever,220019,sammi
2023-12-21 20:05:00,Lucy Dacus,Night Shift,391829,sammi
2023-12-21 20:08:00,Lucy Dacus,Body to Flame,185966,sammi
2023-12-21 20:12:00,Lucy Dacus,Addictions,204125,sammi
2023-12-21 20:15:00,The Japanese House,Touching Yourself,1580,sammi
2023-12-21 20:15:00,Julien Baker,Crying Wolf,1700,sammi
2023-12-21 20:15:00,Lizzy McAlpine,an ego thing,170618,sammi
2023-12-21 20:19:00,Julien Baker,Relative Fiction,259266,sammi
2023-12-21 20:22:00,Lizzy McAlpine,firearm,182455,sammi
2023-12-21 20:26:00,boygenius,Powers,254981,sammi
2023-12-21 20:30:00,Phoebe Bridgers,Motion Sickness,229760,sammi
2023-12-21 20:30:00,Trousdale,Any Day Now,860,sammi
2023-12-21 20:30:00,Leith Ross,Guts,8416,sammi
2023-12-21 20:30:00,Lucy Dacus,Hot & Heavy,1090,sammi
2023-12-21 20:30:00,flipturn,August,870,sammi
2023-12-21 20:31:00,Julien Baker,Ringside,970,sammi
2023-12-21 20:31:00,boygenius,Letter To An Old Poet,2400,sammi
2023-12-21 20:31:00,Phoebe Bridgers,You Missed My Heart,1410,sammi
2023-12-21 20:31:00,Trousdale,"Always, Joni",0,sammi
2023-12-21 20:34:00,Briston Maroney,Sunshine,6152,sammi
2023-12-21 20:34:00,Sophie Holohan,Cognitive Dissonance,2860,sammi
