endTime,artistName,trackName,msPlayed,user_id,external_urls,spotify_id,album,popularity,duration_ms,track_number,album_artwork,artists_involved,release_date,genres,percentage_listened
2023-12-10 15:38:00,Tame Impala,Half Full Glass Of Wine,266920,samfa,https://open.spotify.com/track/4t6vrJg7GcUELCAxHX1z5W,4t6vrJg7GcUELCAxHX1z5W,Tame Impala,50.0,266626.0,3.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,['Tame Impala'],2008-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",100.1102668156894
2023-12-10 15:42:00,Tame Impala,41 Mosquitoes Flying In Formation,258213,samfa,https://open.spotify.com/track/6hgoksQIyGjj08GXlnpkOi,6hgoksQIyGjj08GXlnpkOi,Tame Impala,32.0,258413.0,4.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,['Tame Impala'],2008-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",99.92260451293085
2023-12-10 15:46:00,Tame Impala,Slide Through My Fingers,200160,samfa,https://open.spotify.com/track/4FVWfJa3MtyBDdQ9gPFWl2,4FVWfJa3MtyBDdQ9gPFWl2,Tame Impala,32.0,200186.0,5.0,https://i.scdn.co/image/ab67616d0000b273c0d5d750a768f05739c9cf50,['Tame Impala'],2008-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",99.98701207876675
2023-12-10 15:48:00,Tame Impala,Disciples,108546,samfa,https://open.spotify.com/track/2gNfxysfBRfl9Lvi9T3v6R,2gNfxysfBRfl9Lvi9T3v6R,Currents,66.0,108546.0,9.0,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,['Tame Impala'],2015-07-17,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",100.0
2023-12-10 15:50:00,STRFKR,Fortune's Fool,125493,samfa,https://open.spotify.com/track/2wiW8pbb9JvHzI6MXUnCtD,2wiW8pbb9JvHzI6MXUnCtD,Miracle Mile,26.0,125493.0,7.0,https://i.scdn.co/image/ab67616d0000b2739bd8208f0a750a00d2bf8c8b,['STRFKR'],2013-02-19,"['indie rock', 'indietronica']",100.0
2023-12-10 15:51:00,Crumb,Retreat!,90840,samfa,https://open.spotify.com/track/57rW757V8DwWVHaDgdAzw7,57rW757V8DwWVHaDgdAzw7,Ice Melt,44.0,90840.0,6.0,https://i.scdn.co/image/ab67616d0000b273deac4655e6e52b549c6bf3cb,['Crumb'],2021-04-30,['neo-psychedelic'],100.0
2023-12-10 15:53:00,Babe Rainbow,Ash May & Dr. Love Wisdom,134700,samfa,https://open.spotify.com/track/6YuKI8AIuTPjTFHxj11XwX,6YuKI8AIuTPjTFHxj11XwX,The Babe Rainbow EP,28.0,134700.0,4.0,https://i.scdn.co/image/ab67616d0000b273ebcfefa24ec6e60d45a87386,['Babe Rainbow'],2015-07-10,"['australian reggae fusion', 'neo-psychedelic']",100.0
2023-12-10 15:58:00,Froth,Oaxaca,263235,samfa,https://open.spotify.com/track/3ODW4pJPZwfqx6VdIlFZVg,3ODW4pJPZwfqx6VdIlFZVg,Patterns,35.0,263235.0,6.0,https://i.scdn.co/image/ab67616d0000b273c343b40011a067559327afb4,['Froth'],2014-01-02,"['indie garage rock', 'neo-psychedelic']",100.0
2023-12-10 16:01:00,The Smoking Trees,"Honestly, I Wish That I Knew",160026,samfa,https://open.spotify.com/track/5DANyGzhC6P2BJLtZhu4ta,5DANyGzhC6P2BJLtZhu4ta,The Adventure Continues...,10.0,160026.0,2.0,https://i.scdn.co/image/ab67616d0000b273ce3fa52d83cf1fcb45cb5497,['The Smoking Trees'],2018-10-19,"['baroque pop', 'neo-psychedelic']",100.0
2023-12-10 16:01:00,Tame Impala,She Just Won't Believe Me,57173,samfa,https://open.spotify.com/track/4Klyx5dYqZV9YefSecDwDv,4Klyx5dYqZV9YefSecDwDv,Lonerism,44.0,57173.0,10.0,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,['Tame Impala'],2012-01-01,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",100.0
2023-12-10 16:05:00,STRFKR,Deep Dream,220417,samfa,https://open.spotify.com/track/1nakTMTcXuCU9dPtVEnW7k,1nakTMTcXuCU9dPtVEnW7k,Future Past Life,41.0,220417.0,3.0,https://i.scdn.co/image/ab67616d0000b27304b860cd508a2e4cce424b6c,['STRFKR'],2020-04-10,"['indie rock', 'indietronica']",100.0
2023-12-10 16:08:00,levitation room,Reasons Why,161480,samfa,https://open.spotify.com/track/7sIaZDL1FBsC9XabO0auGl,7sIaZDL1FBsC9XabO0auGl,Minds of Our Own,50.0,161480.0,3.0,https://i.scdn.co/image/ab67616d0000b2731f6456948cb8cfa112001112,['levitation room'],2015-02-07,"['indie garage rock', 'neo-psychedelic']",100.0
2023-12-10 16:10:00,Crumb,Faces,129293,samfa,https://open.spotify.com/track/6RRz2sbIkOmM9W7NIpcwTx,6RRz2sbIkOmM9W7NIpcwTx,Jinx,44.0,129293.0,9.0,https://i.scdn.co/image/ab67616d0000b2736d9fb491fa8815157aa54a84,['Crumb'],2019-06-14,['neo-psychedelic'],100.0
2023-12-10 16:13:00,Mild High Club,Tesselation,152824,samfa,https://open.spotify.com/track/3BIzHNxAQbRTY4LCp1oMR1,3BIzHNxAQbRTY4LCp1oMR1,Skiptracing,52.0,152824.0,4.0,https://i.scdn.co/image/ab67616d0000b27396bc7d5bd0b6488de76598ab,['Mild High Club'],2016-08-26,"['indie garage rock', 'neo-psychedelic']",100.0
2023-12-10 16:16:00,Mystic Braves,Docweiler,193946,samfa,https://open.spotify.com/track/3y0gmbjGY4WdgZN8qhu5LZ,3y0gmbjGY4WdgZN8qhu5LZ,Mystic Braves,17.0,193946.0,6.0,https://i.scdn.co/image/ab67616d0000b27307ae4113a76d2ebb060b75bd,['Mystic Braves'],2012-10-02,"['indie garage rock', 'neo-psychedelic']",100.0
2023-12-10 16:18:00,Tame Impala,Why Won't You Make Up Your Mind?,124581,samfa,https://open.spotify.com/track/4SgcE7RxpK3ydWrjoAQH1K,4SgcE7RxpK3ydWrjoAQH1K,InnerSpeaker,52.0,199093.0,5.0,https://i.scdn.co/image/ab67616d0000b273176e82d09ac75d62810f0056,['Tame Impala'],2010-05-21,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",62.57427433410516
2023-12-10 23:05:00,Paul Simon,Hobo's Blues,80773,samfa,https://open.spotify.com/track/5ibzGJgUhqJId3IMgzhufM,5ibzGJgUhqJId3IMgzhufM,Paul Simon,28.0,80773.0,9.0,https://i.scdn.co/image/ab67616d0000b27337a40ab12a4fb96319a9d96f,['Paul Simon'],1972-01-14,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",100.0
2023-12-10 23:07:00,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693,samfa,https://open.spotify.com/track/1H7gMYGykdtwZOV6s1N0by,1H7gMYGykdtwZOV6s1N0by,Rubber Soul (Remastered),67.0,124693.0,2.0,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,['The Beatles'],1965-12-03,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",100.0
2023-12-10 23:12:00,Bruce Springsteen,Thunder Road,288720,samfa,https://open.spotify.com/track/56lhDZNQ5J47aog6mGKeGk,56lhDZNQ5J47aog6mGKeGk,Born To Run,61.0,288720.0,1.0,https://i.scdn.co/image/ab67616d0000b273503143a281a3f30268dcd9f9,['Bruce Springsteen'],1975-08-25,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",100.0
2023-12-10 23:15:00,Van Morrison,Brown Eyed Girl,183306,samfa,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,3yrSvpt2l1xhsV9Em88Pul,Blowin' Your Mind!,79.0,183306.0,1.0,https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936,['Van Morrison'],1967-09,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",100.0
2023-12-10 23:18:00,Carole King,I Feel the Earth Move,178560,samfa,https://open.spotify.com/track/1BWsOxeMx83OrKGCV4gxly,1BWsOxeMx83OrKGCV4gxly,Tapestry,61.0,178560.0,1.0,https://i.scdn.co/image/ab67616d0000b27323350feac07f56d8b96f33d5,['Carole King'],1971,"['brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",100.0
2023-12-10 23:19:00,Andrew Bird,/=/,65640,samfa,https://open.spotify.com/track/6XS98Vri8sJPVtcaZTXvqd,6XS98Vri8sJPVtcaZTXvqd,The Mysterious Production of Eggs,25.0,65640.0,1.0,https://i.scdn.co/image/ab67616d0000b2736699433059365ffd3c7b62a2,['Andrew Bird'],2005-02-08,"['baroque pop', 'chamber pop', 'chicago indie', 'indie rock', 'melancholia', 'stomp and holler']",100.0
2023-12-10 23:22:00,Jim Croce,Tomorrow’s Gonna Be a Brighter Day,173853,samfa,https://open.spotify.com/track/61w30lLkE4PoaQvQpQmh0r,61w30lLkE4PoaQvQpQmh0r,You Don't Mess Around With Jim,52.0,173853.0,2.0,https://i.scdn.co/image/ab67616d0000b2736c955079f53ae636e7bef0ee,['Jim Croce'],1972-04-01,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",100.0
2023-12-10 23:25:00,The Who,Blue Red And Grey,167626,samfa,https://open.spotify.com/track/7EngpMPwriHk8e2WNfzU4l,7EngpMPwriHk8e2WNfzU4l,The Who By Numbers (Expanded Edition),35.0,167626.0,8.0,https://i.scdn.co/image/ab67616d0000b273cc9dafab65a051efcf19a9ef,['The Who'],1975-10-03,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",100.0
