end_time_local,album_artist_name,ms_played_minutes
2024-05,Sir Chloe,0.28318333333333334
2024-05,斉条史朗,0.2814833333333333
2024-05,DECO*27,0.27945
2024-05,Yael Naim,0.27875
2024-05,Shaboozey,0.2764666666666667
2024-05,kobasolo,0.26558333333333334
2024-05,Carl Douglas,0.2583666666666667
2024-05,Lesley Gore,0.24568333333333334
2024-05,aki <3,0.24176666666666666
2024-05,Rag'n'Bone Man,0.23218333333333332
2024-05,Joe Hisaishi,0.22968333333333332
2024-05,Britney Spears,0.22366666666666668
2024-05,zts,0.22235
2024-05,KuroUsa,0.2179333333333333
2024-05,IVE,0.20781666666666668
2024-05,fun.,0.2076
2024-05,Roar,0.20681666666666668
2024-05,Daryl Hall & John Oates,0.18689999999999998
2024-05,Daft Punk,0.18045
2024-05,Yusuke,0.16318333333333335
2024-05,西川くんとキリショー,0.16213333333333332
2024-05,Michael Jackson,0.16095
2024-05,Mitchie M,0.15893333333333332
2024-05,Imagine Dragons,0.15801666666666667
2024-05,Beyoncé,0.15595
2024-05,Rupert Holmes,0.15341666666666667
2024-05,Miley Cyrus,0.15293333333333334
2024-05,Toa,0.14933333333333335
2024-05,Miku and Friends,0.14256666666666667
2024-05,Tomohisa Sako,0.1383
2024-05,cosMo@Bousou-P,0.13795
2024-05,Paramore,0.13776666666666668
2024-05,Evanescence,0.1357
2024-05,Chippy Bits,0.13545
2024-05,hachi,0.13508333333333333
2024-05,Neru,0.1287
2024-05,Breaking Benjamin,0.1269
2024-05,Shakira,0.12481666666666667
2024-05,YM,0.11803333333333334
2024-05,Shoko Nakagawa,0.11801666666666667
2024-05,Coyote Theory,0.11651666666666667
2024-05,Vundabar,0.11456666666666666
2024-05,dj-Jo,0.11455
2024-05,Modjo,0.11451666666666667
2024-05,Amy Winehouse,0.11336666666666667
2024-05,Aya Hirano,0.11296666666666666
2024-05,Taylor Swift,0.11234999999999999
2024-05,Travis Scott,0.11141666666666666
2024-05,Arctic Monkeys,0.11026666666666667
2024-05,Dusty Springfield,0.10985
2024-05,Tiësto,0.10771666666666667
2024-05,Kavinsky,0.10138333333333334
2024-05,Umegaki Runa,0.09821666666666666
2024-05,EasyPop,0.09528333333333333
2024-05,Pitbull,0.09518333333333333
2024-05,Crystal Castles,0.09426666666666667
2024-05,Colter Wall,0.09288333333333333
2024-05,Bryson Tiller,0.0928
2024-05,Bruno Mars,0.09176666666666666
2024-05,My Chemical Romance,0.09166666666666667
2024-05,Fugees,0.09013333333333333
2024-05,Scatman John,0.08825
2024-05,Haddaway,0.08798333333333333
2024-05,Nate Smith,0.08783333333333333
2024-05,ONE OK ROCK,0.08756666666666667
2024-05,Shiro SAGISU,0.08676666666666667
2024-05,Original Cast of Billy Elliot,0.0864
2024-05,Kesha,0.08461666666666666
2024-05,Whitney Houston,0.08396666666666666
2024-05,Mother Mother,0.08006666666666666
2024-05,MIKA,0.07911666666666667
2024-05,Black Eyed Peas,0.07876666666666667
2024-05,Vampire Weekend,0.07861666666666667
2024-05,来兎,0.07855
2024-05,Plain White T's,0.07573333333333333
2024-05,HzEdge(crystal P),0.07466666666666667
2024-05,Tinashe,0.07413333333333333
2024-05,Dove Cameron,0.07408333333333333
2024-05,川村ゆみ,0.0736
2024-05,Yuuyu,0.07286666666666666
2024-05,Eminem,0.07276666666666666
2024-05,Kool & The Gang,0.07201666666666667
2024-05,Okazaki Taiiku,0.07003333333333334
2024-05,Falk Au Yeong,0.06968333333333333
2024-05,40mP,0.06861666666666667
2024-05,Foster The People,0.06826666666666667
2024-05,Lady A,0.06771666666666666
2024-05,からあげ姉妹,0.06648333333333334
2024-05,The Ink Spots,0.0639
2024-05,小宮知子,0.06328333333333333
2024-05,Steely Dan,0.06113333333333333
2024-05,Mikito P,0.0608
2024-05,Laufey,0.060533333333333335
2024-05,Toraboruta,0.06043333333333333
2024-05,Supergrass,0.05855
